Address,Value,Possible PeerIds
0x27854a16ab3154fb8d8c52fdba67063ec86f5072,38177.3625,QmecAgpFRTxahd8XphpLaZdfJVbMsvKfyQEtFKH3nfTrq4,QmWUdn8WTtq9DCxU5PLdUeojxfmvyFxJJfrAmJSRWurztE
0x55504b38b4e5dafd5d328ef756ea3a255fa211ff,17842.873101,QmaG9paFCJHPXomcs2CyzpfpfJsLbMtrdp7FdHpRu3dV6G,QmatAXBQvKm5Zt1f2yL3wQMCTsUY7JY4B37beX4u5R51qu,Qmc2zafXK6UJpTA4tX3UMmq41i4iJbugyqAFbxRKKA5GoU,QmcVUco3exzCwtTFiiHJo2ZfSi2D92PBFh5JjMEH23DqiK,QmdYkbQRQNrTEKitsyDx54XB7zHPeGJM1MHYFMccJKAfDg,QmeabWobHRToACrtmxHNRZj2NsejxYzaL2rsmFkoLhheba,Qmes5xSPUEeT2qjKJgS9Fkk1oe7iwDc9PS1414nu4BuDRt,Qmez12UqTZpV6uULns7PUoTJ1krzgaJZLfdKAwnY494a22,QmfFg5zYmS8nMhR6wk1bKiMM4LpUbwnYXnaorxyeBrZYqq,QmNpECsHDrpp1yft5xKp7sCS5fhfhExNJ8Z3PRdqBZKKqi,QmNxcca1m49VXb1Br5VmpnQDbfjtzeckSjWPVaFeGbeGUX,QmPk686hUyb7FifgnUeYQJoQmLfDm21o1c8ib3ufYTXQDt,QmQvSsEWBanF4Y9dyynr3gDH6dsqHsnR9L4BWuqFRG78ma,QmQWktwFWfkY2sHYzhTVZwJBVwrkKDD9unoUAzakZNKABA,QmRdkcXVWHCSVtR8PehbvNRzvEBUUiQgXgfBvL3v9ehd8W,QmRToVeTnqLimQYTVJUUdiFyPwcqDvaL4YED5EtSF1rtWy,QmTn6vUv8y6WbTrabSFDrpWE8QgqgvL2DP6RZJ8nQeaYDN,QmTZKLNFio5KefzrypNqfaN1Jut1J6xVrD2XPkFqR9bA8F,QmVqQiVcUn9sD5YHMPWuTUHdGc4Dwuwanou7KVrDZR9LgE,QmWcXsibSMbAozyePnMpTay1YDv76Dyr9Udf57xqnuQwK4,QmWjDBUkfjMNXeMCC5kwmLt2FmTkLR6ca3amfB5PZ5FBph,QmXEBmucJxDYu3TCFhdLa8FvxtFoaNxgRmJfG6xRutiD3S,QmXjzungQ8jmHaf58e3MwFMzewaL6WAqFGGa3tn1K4Y1gJ,QmYpJDwcm1aC1jixXB7MrdgCqRbHcdYu5Un9CUJQZs4eWD,QmZ8SfwzV7u7Ur81cZK9fzBhabD5X51LmeZokx8936ysa9
0x12789c79ad0499cd9b93ae56d402c4ce4840b270,19015.657955,QmbpmZtokfPBTUVjyaXiXbe61nu4PnaeUh2qL2UAsDGuv5
0x863529517514c0bb99e1c0b7b5c9bb2aeea5dcc4,15099.913166,QmbBuZabsRXLgjeKEMhtCYtW6ZB2ZFMo62UDzw85ojCTFX,QmV9txr8kwutUEFCy42WyaA6zQofFzGt56Zg6aoGKxjXHB
0x2cfac3fbf29c3d6ac26261fe2d981aaea7e088c2,72060.494183,
0xee9b519be5570d010d1de0075a21964e788bd52a,3203.193561,QmTPu3XMHAgcZKcgHkvEqvQ2EnrNRAcTmfDw6iUZhuZNLK
0x9061d4b6f2bea4e872cf78c73545e3b885d3fcbe,18796.531075,QmcGuoqTvQr3iYUaY7oZGdsLDh4X85c5XpGKyKPRGTMNdT,QmckiSr7oidbiiGxWdVr6x8VRUFcWoN7FwsTXQo1hojgjm,QmYHgyjAEFgjoV268DhYDtry4LzstLfTRZ48x2To9cadW7
0x26eb20368704a21f6ebaf6b25e3eac1129dd6ad2,15467.864694,QmdBiqn8sFNUmTteR5K65zAJLp2o78C5s3ZBbp58BQEMEt,QmdPpb7qhdriaDhAF3tRguYwXrVBnVZXw2gkTC7TrA4ieq,Qmf6jdoDFJHnd1VmyCzmxCQVnRempPwdGyfjX2zREV6bbc,QmRrfVCLnzbQdqZRPXrTCYy1zivm7ez3yU26UtA3LDd2Cc,QmSjiMahDgVQ3RXDsLs2qYzkcV3ZSag9Ybgg2Lc2Gua1de,QmUbEGrEz1HGVoucJ2PQSW2LppneWWrRqEj7XyMy5GkS4A,QmWbENJG3VakLLJiq6VTn8p5wUR72wKqHrXJmNpaNnyrJi,QmXNFxfhxE3A12uuFLCCQz7BVSFnkG4zrzsTaZZDgV73jG,QmY9an85ANH9ZGeXcMoZ49Sc1FFgS7gvXQ1ZJT1t4nx3pY
0xc2ee4707868fd48d857ba1aef33308a7aabfefea,38405.564511,QmaTt1EaJ37EXW1t7NT2JMoTk1GjNeNQKjgACNheRkS4XL,QmbBkKa3NGsQjWkf1ynR4j18AZvLVvEYuc7SJ2JFc8vheT,QmbpU8e87JokMAF7JHn5dHkak9rY7UTR8C1a3LQTpf6KbH,QmeFDAvqUNRZJBVV1sB7jGzP2a59DNfKM3J41NQSpaTSMa,QmRgi9A2YyHDWyVTx7RjVCgwU3zTyBdGW6GYmi6RdwDt5v,QmScT1FQnKzd83mhrq4wt1c1EqLP7dmmxLc95soi4fjUgq,QmSUSE8F4LBx93CttdX1ugxfKdJPP7pdjJ9N2x9nVBFyEr,QmVbnj55j5BqhBZtaaKnKgWBFDRNvUDyJN71J82DGHv5Ko,QmWeoUVBN2QeewPvzcynBpbSVPycUdwz61DLUU6Kv8iSkW,QmWSSpqnpeeazCBA2fZoFuBuu441FMBfUXUGWdMRWAPMU6,QmX6VjzeL6PBWDgtxTSFVMGnsEzpyNM5LjvbEdo5G9MDu5,QmXt3RasTzCUNDiy7hN5Ut9MPp6opCwbiMfQk1jvDXqVe4,QmYaJBz5y3JWMZ8bgUuaecNcoQMGU6Rba9KERs5ZQ5Hh5i,QmZgDgLPKEcB44KUHwfvREx43wF214sLR63PsSoacXSCfF
0x244bd167bb686795a8661eff7293fe99fab8774c,36189.297384,QmWRVrZS1hJsMrQELwRr3bSMkZ2NRNuy2w1X4nRhhmeg6T,QmY84iWhdcyhJxLRWXvhqEENF2zJdQoFJVkP2Rfotkid42
0x16e4f4c626dab608f41f7c22973d90c2adf886d7,31640.479577,QmYx548vqFArxeGbng6Gb9seNuiMDuGENgZEMGDvJNe8wz
0x5e5a279dd92fa1364fe8952d0534f656a6ee53e6,525.177627,QmTo6mzRLkN5FasRvGS98nww4A1EbLfjWGDsFMLGv74Xz6
0x708bfb77bfea165d5fba6f0c43f6fd4528720737,16175.428466,QmUFY3QjjX93Dg6BFZnRcx77UmbsisEkJ675xoLhT2tZ3i
0x780f3e4ebb2f650706d6bd012c79b89c6f4b8a6e,15420.200562,QmTyL5Uxc1pPZ7v79HQ1VViagUo6ahNJCc2aZHxbg6YLEF
